sample_id,iteration,seed,my_measure
140,3,67929396783943270282942472307417002316,1
140,4,329390050605191269464892811111225945317,1
140,5,101087922784490474061896818053142840005,1
140,6,135203393104592797449215639846285253735,1
140,7,81098464635793627834412446754021711317,1
140,8,273081411779463744244624468839750688194,1
140,9,15178920649888857112540923829474588123,1
141,0,188799949737826860794439563596908670311,1
141,1,249319499135556381581915890072267339143,1
141,2,41510663290735982965309394300936644215,1
141,3,58456966126790982154556412959737390172,1
141,4,63200899744445622276921438580970288328,1
141,5,322396692015131341116894164260466727064,1
141,6,333516174792265807967478365920444579689,1
141,7,208359470568064081902454490032328199325,1
141,8,167010983304259855034184137160827307994,1
141,9,199599247584218403543775449711906364529,1
142,0,283550862620322206108987784215533453404,1
142,1,41099424100391924308178308323323235585,1
142,2,71999787620724727861819974909881017312,1
142,3,43012667475063696877557580285306423152,1
142,4,324048384064892608149699764460589117788,1
142,5,198410905154253684802956471400860851499,1
142,6,21130320723153546415766549738863979575,1
142,7,284429207800972168904571332266951747194,1
142,8,135939597444081573882116130235417848931,1
142,9,179269633384357290158563692985866568776,1
143,0,10468263605069616344445459456011806516,1
143,1,292397184545737468677950116668169609645,1
143,2,93501639168736532854361321607392243023,1
143,3,177462681554411448303574795877015028553,1
143,4,133518165618476656484102442804656097406,1
143,5,249199439450039982072192539207139055408,1
143,6,137561474001334575591634929821201952436,1
143,7,178274979271995238194159952316370545299,1
143,8,109977084935812088607274204243210071704,1
143,9,288796056364670177241233010691869124098,1
144,0,191780664221134230893296522528258749371,1
144,1,97733213180725478094720462935083039365,1
144,2,32051478001423552054327012746924341923,1
144,3,171355812036606367398506729236134998794,1
144,4,6347468157574296003754003479225610291,1
144,5,128037860321473311689965738306329847555,1
144,6,263811677758456791584822415143119485591,1
144,7,282802808443445773620292827006510407610,1
144,8,187159556934019724125035789214275361667,1
144,9,22419704059397789942089847245958206521,1
145,0,327169270518456340616714692819147222978,1
145,1,246900840996705208712683149531994286338,1
145,2,249675683960714544955903767822541985078,1
145,3,127368788841150859248756841571771380711,1
145,4,227280848710308076290670693040730749065,1
145,5,298705661185323989673339629089216141229,1
145,6,145888289490638292851055978656208850460,1
145,7,80140927919622196656039034994909202455,1
145,8,31771571982094214844452734886071952972,1
145,9,278975641304138251247710026675373904634,1
146,0,329923830528603639179734320785185376530,1
146,1,184562322803088453492165017485674720913,1
146,2,239025086108282128061453674149535735522,1
146,3,60695046834139663430032363305924200631,1
146,4,222789850951410540960324020203384845877,1
146,5,3465198415990563390755450951937289412,1
146,6,217413974783815773634852072390073085819,1
146,7,181407353417609893947218151385901142032,1
146,8,155451001652776491837377808729259952607,1
146,9,143595968206225740304116494171401479395,1
147,0,124052466428341290260013924343851718344,1
147,1,160892514313572602865021631675190845726,1
147,2,228916180431481637651804556186740990785,1
147,3,101065306121843647908766837161741820462,1
147,4,319735352254379877040295955957381139189,1
147,5,106966988243401059975649394094785031719,1
147,6,39940942637081492481578691181105942124,1
147,7,81596839821144879671573944195318898399,1
147,8,310853479763529632876069483855097196090,1
147,9,304315640469940100637874497260078693916,1
148,0,139468933410345205753097016252555507638,1
148,1,163757462715365406351461528561304991036,1
148,2,161862911382350493563385438478144417518,1
148,3,98674952661324309196609141631665700895,1
148,4,65963095647291624104363806846685103114,1
148,5,29525977599754307478654146467500924637,1
148,6,47935842057876810993894564702133685387,1
148,7,268339831638638140329226419272493964995,1
148,8,35691777430221792259787901378370763561,1
148,9,283436084890800950744638144037192036158,1
149,0,308496450090077189316673252915249035711,1
149,1,183271828473846700343788708383695206321,1
149,2,227495227734772846026075692644855194759,1
149,3,190276576308159721153551906598247705352,1
149,4,253583121961412910794421633215264069041,1
149,5,12377622218051799691901080178227684044,1
149,6,60977388085536877206658369622312912288,1
149,7,20493385337038703655581898071709164090,1
149,8,210665649742692654851617785469312591259,1
149,9,224382255167543756625951986664956629530,1
150,0,139153685450768333092000848690269274522,1
150,1,142197504375397498768143177851005630554,1
150,2,154413997799931959610270701115358483842,1
150,3,284145155389730821985400910914189572870,1
150,4,197208361128864398271388579492527075118,1
150,5,19735631173447213869129729020299207195,1
150,6,64384860746273769954473874224510878887,1
150,7,70863207804921361994503219034610267085,1
150,8,34366140281694734661403863167898315058,1
150,9,338866750671598234463772527075048586175,1
151,0,161460477681562993610466430861033333595,1
151,1,18796147316892263075575790246130691086,1
151,2,286122049199561514486213665410075598516,1
151,3,327180474633979712956675425006370968385,1
151,4,82850038591227559042428807055191116150,1
151,5,296990545433795024574532859997490966297,1
151,6,280123386879185687398212669643057621274,1
151,7,273014888088983663638931898123372603171,1
151,8,255413154612178192055379210154433636149,1
151,9,43910343021005886752254594923636487678,1
152,0,172378790964565455026469671851124058551,1
152,1,258486382664580719833766101718097216380,1
152,2,144846432197225622131191462149380944750,1
152,3,225123112031077216434196864896293959173,1
152,4,230510145210061052385101333540619198412,1
152,5,115757081607912633063389193242080304615,1
152,6,161427710433268941565173310047752774551,1
152,7,94617607082551685693407963566674382769,1
152,8,301952666960827575561101677389122783812,1
152,9,298094355189108164622513690931668149213,1
153,0,228160762945952388842437437996395691294,1
153,1,82181581918240687368163871785488379831,1
153,2,40198604876458564487465371039982141717,1
153,3,172381088306568283783482668972755314390,1
153,4,275809084146761841318428202505471526387,1
153,5,84986904415478670620907930301011690117,1
153,6,142743768942824459606628893023523659204,1
153,7,39645474111567113715957078708303325845,1
153,8,224454381956928619457593703059739367871,1
153,9,230376168864658386179947720316874326467,1
154,0,97577958859724765892205706006305574372,1
154,1,41574480872520782652669717139052780018,1
154,2,161128988795165233275323275379022446798,1
154,3,322333899842626068437815907789464003308,1
154,4,30828593450955524598664731497484225829,1
154,5,323437600555010659133661337116645203158,1
154,6,18730514237759182103507990296043566282,1
154,7,314212300793505386298906676259492514953,1
154,8,32756609937503041967888156546121137005,1
154,9,255774240766356039718483397924226324869,1
155,0,48347320190658181025130595149919403264,1
155,1,297480423881419464934639189945550808973,1
155,2,110990610544890415708486727163269483073,1
155,3,16357327568875981033871183830787393918,1
155,4,193327056687689353908078190074248712223,1
155,5,236589611232349151748444622835136305868,1
155,6,163332783851924893296417495006749536489,1
155,7,107422618864940692028964560253500847854,1
155,8,203339146143733857385456259923226282960,1
155,9,66170220009851884541971885358794940016,1
156,0,207338788296077255855326803330978243093,1
156,1,69353752494220635974594441485147731851,1
156,2,76060172768268732221119381076538148600,1
156,3,201635190882206915307906746414699703502,1
156,4,200449660788944973740285704064779130818,1
156,5,40892998649929535772706534648548429818,1
156,6,96461282749807765065442558714157052571,1
156,7,216859271710780161474358298112133170243,1
156,8,218827059842286475416132388112397594311,1
156,9,43723980030165851981998213125096696988,1
157,0,44917815083802969174936253467365455170,1
157,1,176360291780246753564044278231096719601,1
157,2,2527080242256330748672549656065270502,1
157,3,270722983661135805243293344116312375441,1
157,4,129796662400343356597599230580842599603,1
157,5,263660109410214883472595480391474842781,1
157,6,43177716985864516775677816523515426330,1
157,7,208063933077586435673666139481545643910,1
157,8,283807812291993667208759277232094997746,1
157,9,301239683843273935461678002787514806235,1
158,0,159557826758681804574140425155381720757,1
158,1,83173840003750034362432681581596315000,1
158,2,230232664325651433771053365523351284193,1
158,3,270362847810056945242934673158524495942,1
158,4,220643261946515692923602624831723827159,1
158,5,79431219806396272760514401176183393681,1
158,6,278453665304483103570473984493386718899,1
158,7,26095115228823248384086600191298232230,1
158,8,105213881197946527789721371090040690350,1
158,9,150205727275112716224138099890236479769,1
159,0,40512964101911497667687645015422669225,1
159,1,63849048173333483117866638959472146795,1
159,2,55954952500388862506318998292369031854,1
159,3,211285979354054312975047431626339754001,1
159,4,279292083389858975166589143752294572090,1
159,5,125645050506315989597159285087746794614,1
159,6,122589412736691141762001290599932167963,1
159,7,330058486880089377753397290067833694408,1
159,8,230862941168801884231683161848615609276,1
159,9,70585248091458284134257073141742178963,1
160,0,114470821948672207470925253035302512842,1
160,1,144529012035162238817727552111416227758,1
160,2,225134168565133942180178152159288769859,1
160,3,97360197472218133674650712521740322243,1
160,4,339684655324277250872346329140471441477,1
160,5,185299742502403757106442640180229339819,1
160,6,259408445287354431799090809245660158543,1
160,7,147694853972926534396727402980198465839,1
160,8,241328472562852802550276147046877861473,1
160,9,205003474363763075108834181827100944616,1
161,0,251566483905447356949221271476945770799,1
161,1,334080390037953781765188829551118079194,1
161,2,192374991997776507290361826841817371571,1
161,3,95721580957705093215689992475521193430,1
161,4,323605897894635967263524142250905946527,1
161,5,156753036271264451905733976643508757277,1
161,6,290074887774568569793252165975218204530,1
161,7,256151388087370892011247469723039711634,1
161,8,158028684902524570525903900868606459258,1
161,9,299099834309611679217922203171858606930,1
162,0,280097982197092820070394191234143640343,1
162,1,82208629228626358114347940930522498230,1
162,2,209936322553033750060228342926584143163,1
162,3,131785094149906758936069162297329415275,1
162,4,132922378438919150701545998979698665023,1
162,5,46274403198605717204544293740916268261,1
162,6,332938246765158075266991421247093190218,1
162,7,80899891830986144079144763321447310850,1
162,8,34416927429839723328685810209999419441,1
162,9,192579032210523119390113747783774635198,1
163,0,272966286251262735711329201560147008929,1
163,1,290362949951227179187207591884402929415,1
163,2,121979060392645590610406854765848408161,1
163,3,266746091201336793981354050147124820398,1
163,4,277545452056027731541588285989634732019,1
163,5,44116868942384000668981874616535376622,1
163,6,322033560925793633814686678757202605342,1
163,7,63579287381921820232359306891255552798,1
163,8,127777504656806823715575508139165063949,1
163,9,15061052963603222010304948892647680787,1
164,0,234970515018188434348432668656931795459,1
164,1,74926437986107210009358427755243703540,1
164,2,253456584537652820036244470283964735325,1
164,3,93555201604316483207801267004239462286,1
164,4,208013651981478131862316364398922134864,1
164,5,326032715085906950610049089230159859096,1
164,6,249557792275766693374345736651931996978,1
164,7,297175748872644797576011825453793611722,1
164,8,273432336040082721573257798873206679322,1
164,9,170431551392573193505425232803068042831,1
165,0,270576034559312288845328236499387710717,1
165,1,174471884161280416516898812961725300299,1
165,2,187259964526241487360221719383455665556,1
165,3,59776996404559125022676163416278385245,1
165,4,77851908572206241469578160601573595400,1
165,5,191105529441498253396499151837857057062,1
165,6,86313803309976549731128444557681507931,1
165,7,122082479142472294681781030538781860585,1
165,8,242230012332251199553210523886166579467,1
165,9,104969174391755148242812961855311737676,1
166,0,281157565414605201999609253504746660727,1
166,1,180149630795530303076837396015946465331,1
166,2,72301020161661115876890616344717758098,1
166,3,149450256183904339092807749608490310117,1
166,4,116467576798832612833647116492747827595,1
166,5,259799069530490760426537850980288285599,1
166,6,87683012986189159033959503002016608983,1
166,7,102136316228481643402006872729075154873,1
166,8,310813674798474068817589118995670070448,1
166,9,329782456354999922475870516441799265468,1
167,0,245363544888980064008071726550755951383,1
167,1,162003266126219455978767376855158802935,1
167,2,241223331591689425725580146448941649132,1
167,3,323283215253396861925950771113175023987,1
167,4,185241357519671947241909292343612730580,1
167,5,206125873743968693947461850030395501526,1
167,6,176700553535565368259639220794922961784,1
167,7,96362581305953630492461571926422814285,1
167,8,259126867557593781024064292816033543614,1
167,9,249234182460344433065451252467490069150,1
168,0,305969676947197271486338437579360737581,1
168,1,24294399330876649036830327680588190917,1
168,2,262289988530798919264100350380678602875,1
168,3,310040877435581570185724630359061863672,1
168,4,185463141694356005728676949865147746613,1
168,5,331021179061428768650260512543522010653,1
168,6,164047821590777016670638973876971747711,1
168,7,314656393022875202319804192630746963276,1
168,8,144053505083206372199110807712530833708,1
168,9,121576862709008963298985958181533850064,1
169,0,140287074171234789812176115687483667178,1
169,1,222028605362256431162468707364576894085,1
169,2,174167820794583592676544528223193100505,1
169,3,230679711222276594956738876056084937915,1
169,4,302126823479347798307389511001780475990,1
169,5,155938096856834785983981709935021860984,1
169,6,274335085452683845321425167247516066149,1
169,7,113899959523438258010710786890685930244,1
169,8,233064265066698038355268338146005703235,1
169,9,51572348537748782632740286989710006554,1
170,0,205050029487184450835065485735764182529,1
170,1,144768987433028353103321502545297064774,1
170,2,166628879492654094704361851422484308388,1
170,3,332709237721971280682681457058000736309,1
170,4,316377122350860701425019156957270579348,1
170,5,288262942293209868573456976431858532830,1
170,6,285493744601023002878984878872162770789,1
170,7,307351104292544498169740056961471122077,1
170,8,203009597411512285257670837711342808970,1
170,9,219705223194770894316150347821126659089,1
171,0,238962540885943071911763935862255291146,1
171,1,76289738461471795882977653620151505089,1
171,2,169673325395285664750117820285520166523,1
171,3,176089346626669499921401972356837910991,1
171,4,4832881842806082146424148912941221017,1
171,5,61643705519216019861919468382564899236,1
171,6,314441753693973278004075082932169811661,1
171,7,44415109926756724024033353199875376490,1
171,8,93508493590113567344787139089805863722,1
171,9,39058777881840171438185250774996810753,1
172,0,39161512064844170895436817821084946046,1
172,1,141043588943766639799290609469419152045,1
172,2,152563620374594265478337597828678127030,1
172,3,62461537121437712349027753619166390890,1
172,4,40220298044688546344636628176777166232,1
172,5,298813100216251058690143368611422629873,1
172,6,73014179398096475044956402136610061398,1
172,7,156026712628043942610302724546465802813,1
172,8,133116039643647059531480636069095697446,1
172,9,202883616838314809710296197303066201552,1
173,0,281752260686470915289263230930001179654,1
173,1,256692459949403781430549710114846595127,1
173,2,218084303835677071280408365826701684977,1
173,3,175313895248649722675014408381451408546,1
173,4,201391125361973231857575904647175471767,1
173,5,221345793209468743883211677981088262050,1
173,6,14075125689778860139666624470078047200,1
173,7,275483743522663150679241941094105844808,1
173,8,200468290693169155077491801179140348818,1
173,9,42984579843806893974531509969228264841,1
174,0,50396833018472537150755067435182697372,1
174,1,37551877137649990098852696820549390220,1
174,2,109148621500337799774339894188635393198,1
174,3,34635222510440554823193241034810162717,1
174,4,208925032896919542395479689176903655026,1
174,5,64957391642788609414062425764918995210,1
174,6,208955437885853863224520690547060217192,1
174,7,136430700972318455214449127423263640653,1
174,8,235901392096836730157186744250039862438,1
174,9,261754775507432713576642878544570845019,1
175,0,211681323793608229588201122152880331927,1
175,1,309054499137444342422975276431280555405,1
175,2,112232852192189780506206397273867023697,1
175,3,329897757155637166577993965016343470043,1
175,4,239459855592853118578520102696415113895,1
175,5,67317269918083077395395267360254298950,1
175,6,188677570226152394168662468988310218134,1
175,7,93619263595981238749836687927960192681,1
175,8,304112640919938388993242966227725463562,1
175,9,325498483798472317231742354115403110460,1
176,0,261358157567586260513290339832655085014,1
176,1,69177072488996850130105721340977996773,1
176,2,55972692847147772333610953103070909245,1
176,3,3247797793861956146160013913758472170,1
176,4,98226550828463941428140676135329359417,1
176,5,256033421561785699048276488286238900130,1
176,6,118712481014829889336037825174599433212,1
176,7,192705475763424890029264296008033697625,1
176,8,60019262339391021197280309767064465614,1
176,9,236656384400083279126835362104592968079,1
177,0,267001289283031979952553986494053495712,1
177,1,213362649094812680238020161124385891917,1
177,2,270460862371884938410304549546563614572,1
177,3,329617409270582953798440043792485224837,1
177,4,193243839203633868198123375509940946293,1
177,5,68319887401420038749044670561309569604,1
177,6,274812661890413017106386449927705823209,1
177,7,103657230055193217313450436449943789931,1
177,8,183320264854368605367370596347553134631,1
177,9,312100860618844425438411403411345730454,1
178,0,96871637535916036733547144538998229200,1
178,1,126925235124548651315737548027004052515,1
178,2,58650238179274669950853558815579008249,1
178,3,61296569401487983004971752611618780379,1
178,4,283965946100805282548690079874264844024,1
178,5,291091713993415028825824943225416802185,1
178,6,335779171508848048435552751565125364214,1
178,7,322272810928187732592664413708891242175,1
178,8,221589337314945789929914558546016250626,1
178,9,355197827562151762608034471909433141,1
179,0,191634594295273254120459669529589026221,1
179,1,325849091874349579112067603322522726,1
179,2,164018162297869697167490287892721270404,1
179,3,108022743142179188288607944707901770832,1
179,4,338397208391691807096435471341162806632,1
179,5,195474285958071061946171060811577538830,1
179,6,256316527898559468886891510979138478211,1
179,7,323041209576988173673789412947081034421,1
179,8,299471408465483509031035741080906433629,1
179,9,207535718156680769071631289855960143159,1
180,0,99409838572582046454523586310524392180,1
180,1,119421423453605943117132703476338076989,1
180,2,104414311523491635491347700966040128542,1
180,3,16349458345682099790511383600737141918,1
180,4,303063796056396435969388317637890538296,1
180,5,186631194445259737894531147817041530328,1
180,6,105983296109574180197982291790279673338,1
180,7,306539040424916211135573644291095773199,1
180,8,620691059928775307286465793558713544,1
180,9,197080453379320569802775059857285402780,1
181,0,296317214664401099218207482977526226028,1
181,1,150168704630773411184558039685881788352,1
181,2,337103834653314179004086669024701454972,1
181,3,147164298405143093089166160181461140866,1
181,4,16084736840002489169970378865370609449,1
181,5,67020518929060508699271880364312144524,1
181,6,277568200268221527495820902051966559753,1
181,7,202990419984975928637997820824081847268,1
181,8,181521164677317690136567813556235769711,1
181,9,192832667387704084411149881656010989080,1
182,0,322781137663499132994381005100480270553,1
182,1,128452991419323367533992450859545057962,1
182,2,176742801312503242573925936947857299848,1
182,3,160684777605061400771668211903358595872,1
182,4,125784273377256265870722988089705548765,1
182,5,53374395108556045548487518435924167218,1
182,6,35717413209293438270604239078212405191,1
182,7,42188517023665511621051533990752244700,1
182,8,225682846165365209456329081152139545118,1
182,9,33614356786389559764067566149343330450,1
183,0,57471191822683778403996223706420523431,1
183,1,114584403917682717851020041698392565960,1
183,2,121385368703204273459766208950636931869,1
183,3,158553923057851708050409765817697444515,1
183,4,241624618470593809583897115281860535014,1
183,5,101615513452197051689145157340860483548,1
183,6,52774707746134664409812881640221979069,1
183,7,53886964572238243815276375172194653140,1
183,8,263922202516459317086183118052903081819,1
183,9,67313989872410682749640978887267026016,1
184,0,56039822958698186048461988997138169583,1
184,1,16621159788927829202647960419335544158,1
184,2,335814726968271861445911317530642277949,1
184,3,303777242288397486080970906072938008796,1
184,4,136507819304595173415750265987327727421,1
184,5,131832622491542347811822377983250521560,1
184,6,104731012143898329616647538900883285911,1
184,7,284706751345810569179708652355365560507,1
184,8,73018555489207517258525408953703665694,1
184,9,261320629531871008061798517536279630884,1
185,0,173399021392754879370807236102615611782,1
185,1,321665129757255293873459204968840466897,1
185,2,83584270639097125395339290527287581554,1
185,3,19273330379880105819807004371301419124,1
185,4,135332925623641545732575217932322134610,1
185,5,280166102649507302486437559233374218738,1
185,6,211320331438005844343300349746282891234,1
185,7,294656308345224241235451563974900180593,1
185,8,266389293496930241581651621315189059515,1
185,9,24612615722585564596480472026607624725,1
186,0,329771197336896465265691995957551920028,1
186,1,295604552582502962593806274628471254707,1
186,2,150324230991992855031609125963601769762,1
186,3,217040912473013401677651030661654105464,1
186,4,232634923533991947737825192070408164009,1
186,5,174621327448008413165985432897173502284,1
186,6,172514898652342395952778905303411777804,1
186,7,272755227633294567177734688373497507520,1
186,8,57755742288221789036063236864248223862,1
186,9,48779383292161347298040347761775488662,1
187,0,218568910006688388854813021213063549951,1
187,1,309399654279943827894614390404091053730,1
187,2,312676259077370807909247775141684605595,1
187,3,191313922401904927871131032492949154268,1
187,4,303479359296261136446725939200513444885,1
187,5,16677403392231590250532734587168591297,1
187,6,187238122379020571978538060821489504648,1
187,7,24926839129138835508960788297096903129,1
187,8,143988626096756325245628860366900729050,1
187,9,134601550718512415465059359086966105261,1
188,0,113582571789815567858276574521485571868,1
188,1,56641593393767362382530028233217963883,1
188,2,38541215784292058314276454737259397547,1
188,3,214404975146316336558423317034819269344,1
188,4,181243121611986272315188529834095613234,1
188,5,229340185557130004275348009712514883818,1
188,6,115038968476633509520155766182856048590,1
188,7,52671188385038059294674431798067390742,1
188,8,87507280203990800220949904422386677581,1
188,9,257316331500413660267965530358515831099,1
189,0,183492987907051480003479800217038992793,1
189,1,62655096610382568648174004955361522080,1
189,2,268521560127927222609408299502806085171,1
189,3,177449155296317162812146651876991726420,1
189,4,306123413505278723968404140770293660919,1
189,5,195334859166114144849451056179333686361,1
189,6,2195491961994938660037273353752474335,1
189,7,279044240385726631835811822900522338113,1
189,8,616963819227586076239972593933136384,1
189,9,15715138099459155848818011432843124212,1
190,0,290974375180105411385270440704432941760,1
190,1,244768740239834807988421741808951627332,1
190,2,305542171582620194203447101379943100690,1
190,3,260365886517433533718577811400250304204,1
190,4,9362570174318948326659218083727693429,1
190,5,262792316967230815944857639271744534558,1
190,6,174470124684194907604536556741714657456,1
190,7,120240901063537591787558392529946617125,1
190,8,313001038225993913813558722360910462533,1
190,9,43066356945032187912682566200215580525,1
191,0,290799032472731370158936171838535978578,1
191,1,176336126338348200385106946577660791644,1
191,2,295210645532088180798806606617025317516,1
191,3,152100454833440856640787059867702897632,1
191,4,338450345920958049209070898042988155339,1
191,5,162875406522369163857779857581271829992,1
191,6,245516550485681637635003235590204366869,1
191,7,131489715098064130103321469219551303584,1
191,8,319445028046039951946653940981242225374,1
191,9,213079888701351060795400258270331316455,1
192,0,81917654221463504446661165454319898647,1
192,1,309354361846119481135059831320248382416,1
192,2,189845592097191305959478196867766863170,1
192,3,251439522189662256882208521609323765236,1
192,4,267924671887667115099748208057621363800,1
192,5,173558589380437487742749732606802024712,1
192,6,286093687128852319663197977014000975095,1
192,7,335115783074055781428391466969392099060,1
192,8,96048758333646479809650112093806189379,1
192,9,185939029722266349259494697508006013104,1
193,0,113886273225634504166314444452117891812,1
193,1,294136001844479193878607711970172410178,1
193,2,79362337705210082456389798409309849004,1
193,3,301065165825002813174305428128414277750,1
193,4,70851607302565163287898103554399419551,1
193,5,197924529037985130262105095669094597167,1
193,6,317896560564748204130544692858291936598,1
193,7,217589846341140010325557222258633635090,1
193,8,16907467955298841072387168277393696283,1
193,9,40325382813723249310429397029766762934,1
194,0,130602842128492306514092861006608596768,1
194,1,218224206035686944662792447796277483974,1
194,2,140693167288085080264760483729015720362,1
194,3,199425323659271355562664980984215230760,1
194,4,285044301368458635804038623184644702020,1
194,5,277727995273871513244227010096726696172,1
194,6,172029208202812543748970322393984230090,1
194,7,188033617552219304322951713928582675207,1
194,8,184342551172787385527050841031780064161,1
194,9,166914847267471747427397289849494499539,1
195,0,258316762707416115661755562857767981756,1
195,1,275822867328865593685030756026790684286,1
195,2,170934298381993594641397471927692258559,1
195,3,275217364197784419088191832868094430097,1
195,4,270102432205482003651416514119734862559,1
195,5,271361856117918852959003963772248601325,1
195,6,82180130756664786183049035877333899011,1
195,7,313851913923344884402457809452089472269,1
195,8,78711878459096832088596188930354987766,1
195,9,53440934925814100468963893522639772512,1
196,0,126427164046968411916528432036325507148,1
196,1,186795105609541051692890566549833643811,1
196,2,272170117553442539271501467516898535947,1
196,3,298828574745019135746306308402097652342,1
196,4,31734342505283112695917490946817438751,1
196,5,322168753048102527383780874438300001301,1
196,6,88246059945771476866225770643167888609,1
196,7,38937936297852626769431879480714533790,1
196,8,268927264836400859512268297536693755581,1
196,9,139246039710337830539523372997689580842,1
197,0,33969747870293448678641319647678170312,1
197,1,239808651841368280090528271570524701881,1
197,2,138906593220329625074817260209399600599,1
197,3,87004741190977516221098121600862870357,1
197,4,15048810792591918744322654566800058204,1
197,5,199164787124736421779263970213381562229,1
197,6,132704979460407778396894698127693990991,1
197,7,262254783172143639770479346969558653206,1
197,8,202110954049947530237388845524215535380,1
197,9,195149041554725530249577496606659790505,1
198,0,58628938761982837615877813132452507437,1
198,1,325199622258229645394020955720664156772,1
198,2,301354581765040060365020737413740907380,1
198,3,192833068621948917518863187911969614347,1
198,4,16245989267724145286315325689640403376,1
198,5,26398234565170003846883377570027953763,1
198,6,169307225380262453368815824811303256140,1
198,7,252775177906739700641381463266644353610,1
198,8,36106564484465679420557537218458770740,1
198,9,3604780615826239473751290748904776241,1
199,0,278311112804503886286611282413513002532,1
199,1,321014112574301742000429730566807972650,1
199,2,11602600247909798571038500104059118547,1
199,3,109771446750390857950507552712246672335,1
199,4,337550471227858821475616919376917863564,1
199,5,127522510337294235824147339417348210130,1
199,6,235740350293619136496664437190852447112,1
199,7,223556416108427051097153748078866568289,1
199,8,225465486250187183015003186294098484639,1
199,9,170852357518211022387640264974489724862,1
200,0,2862835864012930052500026169405156425,1
200,1,265002970587286571844512115791057816481,1
200,2,67330885418004341497492841990296807215,1
200,3,332314014856535947556180814456634810615,1
200,4,118640853661749134498946419038755578897,1
200,5,83374578579855505431840415994925722311,1
200,6,338008098146491375579147256439720328678,1
200,7,333975395010461095725643912373418142459,1
200,8,223000910529951141745962382988485485418,1
200,9,108747863264024910707611605378166631322,1
201,0,25597408050175016152880714392925820267,1
201,1,8627819362717561409411120297744433536,1
201,2,126511671259421175897412357155043225288,1
201,3,226094583169389361104761411149710133453,1
201,4,221816186305647382352407562323399400286,1
201,5,162287208329654039503204982024584356709,1
201,6,244136234506643343253546983439682117645,1
201,7,124220246135648569030290590995021441515,1
201,8,184028544841372741187062292022024435955,1
201,9,26747406885520885721653884616829494109,1
202,0,144044062393691800507461852205509637339,1
202,1,24136383923937218895865293597670360168,1
202,2,201688928270077587866537846949098169176,1
202,3,170033118887757152385084963105506984877,1
202,4,222525263603491565727330465848488317926,1
202,5,205847289832759738526777921320753200845,1
202,6,41403046867215016593612829979827207878,1
202,7,226607568022361151431334850848312791700,1
202,8,165490801133796949708344248830742790072,1
202,9,285523756276676942133487484612747748290,1
203,0,310527982515882237576102776933687440458,1
203,1,184446629901958438412429731016658587486,1
203,2,86254646518987986237029174379660150469,1
203,3,165521005651313421217151598358125744053,1
203,4,225758326859804541962574303128627471867,1
203,5,244380475871719358972929149389939531847,1
203,6,270264068358578273947941178541977896785,1
203,7,334845438454921676224072513924949942175,1
203,8,338393830903946347489302111692035321169,1
203,9,4325231645724587323978725447557168457,1
204,0,324099472967087552861571124631858669674,1
204,1,286620948887641025966133651502156832049,1
204,2,101889279637501242730726092625274189568,1
204,3,166282008588764679571932354579770447250,1
204,4,242328716548935953698278071430890710611,1
204,5,237983907486102758992537709043035047635,1
204,6,175144862198438359003587301942119326399,1
204,7,174664040811512684838844618413106406838,1
204,8,24273253053803773749179772744910791780,1
204,9,202229924413291076112014873842366468343,1
205,0,192202720977370983284873337464335601230,1
205,1,27121966044799844610130579767792727516,1
205,2,86235834086734630551720877645325291821,1
205,3,47463908801928966416771482396272820576,1
205,4,245800639446699743379033680180103788457,1
205,5,14629864906913254886804554597193666546,1
205,6,220354420726406979830218948312173302388,1
205,7,2329991831461617655251913575910956740,1
205,8,243888530676839975132228145853425421247,1
205,9,6551223665057858320974985850705139529,1
206,0,38926295734018135006836973885746393346,1
206,1,283179793197508141822441021010490771526,1
206,2,151674093358724455015026474308753043440,1
206,3,79368311335391095922389624431675504797,1
206,4,144468552276361245736940991122004864873,1
206,5,235884498014662766587226958238262920392,1
206,6,211312712385343620562651089345944294199,1
206,7,194817541101095778565855868041379227625,1
206,8,129649649273790489359795090429891509338,1
206,9,226354744298434123118367950070528792888,1
207,0,329639775263122138820384341560321687173,1
207,1,229021708930533880554442260028744797006,1
207,2,64663585686140494862917488688076328774,1
207,3,229722124094877377549372964433873207732,1
207,4,105707609490288523845263115316398092440,1
207,5,184600448555868799596572685523122968031,1
207,6,211676005813431414926814413619861407290,1
207,7,324854200858593850037934563268790998088,1
207,8,36068690770119908167169963437421772261,1
207,9,276096020357898240480979836123436101507,1
208,0,67097325626758536814398120107051080881,1
208,1,2541848424815303038226724832392030284,1
208,2,100387252648237222858814124090384219802,1
208,3,104532697867038580125191889423835870192,1
208,4,332190355354103523174145767093015260439,1
208,5,220759709255405090643666551446326923582,1
208,6,277325273662207194144407911132731205508,1
208,7,123403404163958991034178285544889032626,1
208,8,145067321680653652773234485693063577449,1
208,9,252039998217738929301633807958883939836,1
209,0,78462580927481003457836451398370808696,1
209,1,120219225783864462386584789177720587228,1
209,2,107264142046182346885208013580391902159,1
209,3,243702663151777409619219056216251152131,1
209,4,128437795490669522767042134216171638404,1
209,5,110614796260098891946788914786262604619,1
209,6,137744822564724737298412358232963337002,1
209,7,197000605277646632859545357810428846144,1
209,8,105767808920671357463345005802560150370,1
209,9,298496576102225288016309253606233527769,1
210,0,106965956064657075153115071961703454985,1
210,1,48042681386270687260599060122124551729,1
